"reserve_id","hotel_id","customer_id","reserve_datetime","checkin_date","checkin_time","checkout_date","people_num","total_price"
r2082,h_227,c_522,2016-06-04 00:01:15,2016-06-10,12:00:00,2016-06-11,2,15800
r2083,h_244,c_522,2016-11-09 22:09:34,2016-11-20,11:30:00,2016-11-21,3,29700
r2084,h_98,c_522,2017-05-19 06:56:19,2017-05-24,10:30:00,2017-05-26,1,37800
r2085,h_243,c_522,2017-07-30 01:10:58,2017-08-02,11:00:00,2017-08-03,4,110800
r2086,h_225,c_522,2018-01-04 09:32:52,2018-01-30,09:00:00,2018-01-31,2,14400
r2087,h_239,c_522,2018-03-12 14:58:19,2018-03-31,09:30:00,2018-04-01,2,113000
r2088,h_59,c_522,2018-06-03 12:30:17,2018-06-17,10:30:00,2018-06-18,3,74400
r2089,h_222,c_523,2016-04-01 04:33:06,2016-04-02,09:30:00,2016-04-03,2,40000
r2090,h_130,c_523,2016-06-10 15:00:02,2016-06-13,12:30:00,2016-06-16,3,226800
r2091,h_260,c_523,2016-08-08 17:48:30,2016-08-19,12:00:00,2016-08-22,2,246000
r2092,h_229,c_523,2016-11-03 20:12:19,2016-11-19,11:00:00,2016-11-20,3,22200
r2093,h_68,c_523,2017-04-03 11:49:40,2017-04-06,11:00:00,2017-04-07,4,34400
r2094,h_248,c_523,2017-08-25 04:55:04,2017-09-03,10:30:00,2017-09-06,3,154800
r2095,h_18,c_523,2017-10-09 06:52:44,2017-10-15,12:30:00,2017-10-16,1,27800
r2096,h_47,c_523,2018-02-22 15:42:22,2018-02-25,09:00:00,2018-02-28,2,69600
r2097,h_31,c_524,2016-06-06 05:42:40,2016-06-28,11:00:00,2016-06-29,2,35200
r2098,h_158,c_524,2016-11-04 06:12:14,2016-11-25,12:00:00,2016-11-26,3,29700
r2099,h_23,c_524,2017-01-24 04:08:35,2017-02-20,09:00:00,2017-02-23,2,390600
r2100,h_235,c_524,2017-04-06 07:25:29,2017-04-13,10:30:00,2017-04-15,3,25200
r2101,h_117,c_524,2017-08-17 19:10:56,2017-08-20,11:30:00,2017-08-23,3,132300
r2102,h_61,c_524,2017-09-10 08:56:47,2017-09-10,12:30:00,2017-09-12,2,299200
r2103,h_167,c_524,2018-01-09 09:53:48,2018-02-02,12:00:00,2018-02-04,2,111600
r2104,h_276,c_524,2018-04-07 16:35:01,2018-04-27,10:30:00,2018-04-28,4,158000
r2105,h_261,c_525,2016-02-11 05:31:42,2016-02-12,11:00:00,2016-02-14,3,61800
r2106,h_199,c_525,2016-07-24 16:44:36,2016-07-31,09:30:00,2016-08-02,3,109200
r2107,h_206,c_525,2016-08-10 03:09:33,2016-08-29,09:30:00,2016-08-31,4,193600
r2108,h_175,c_525,2016-09-03 20:53:11,2016-09-04,12:30:00,2016-09-06,1,38000
r2109,h_45,c_525,2017-02-18 16:44:55,2017-02-19,09:30:00,2017-02-20,1,10000
r2110,h_186,c_526,2016-04-16 00:30:24,2016-04-29,11:00:00,2016-05-01,1,15200
r2111,h_38,c_526,2016-10-03 14:56:54,2016-10-05,10:00:00,2016-10-08,3,504000
r2112,h_67,c_526,2017-02-24 14:13:08,2017-03-26,10:00:00,2017-03-27,2,63600
r2113,h_172,c_526,2017-04-29 13:00:56,2017-05-06,10:00:00,2017-05-08,1,32000
r2114,h_197,c_526,2017-06-11 04:57:59,2017-06-28,12:30:00,2017-07-01,3,36000
r2115,h_41,c_527,2016-04-25 17:04:00,2016-05-01,09:30:00,2016-05-04,4,46800
r2116,h_77,c_527,2016-10-05 00:44:09,2016-10-11,09:00:00,2016-10-13,4,353600
r2117,h_89,c_527,2016-10-27 19:01:50,2016-11-15,12:00:00,2016-11-18,1,26400
r2118,h_161,c_527,2016-12-21 08:13:13,2016-12-27,09:00:00,2016-12-28,4,178400
r2119,h_136,c_527,2017-01-27 17:56:07,2017-02-18,12:00:00,2017-02-20,2,82800
r2120,h_71,c_527,2017-07-13 02:48:45,2017-08-08,12:30:00,2017-08-10,3,138000
r2121,h_39,c_528,2016-05-23 08:19:59,2016-06-20,09:30:00,2016-06-21,4,20000
r2122,h_104,c_528,2016-07-14 09:01:04,2016-07-24,10:30:00,2016-07-25,3,126600
r2123,h_260,c_528,2016-11-06 02:06:04,2016-11-13,12:30:00,2016-11-14,4,164000
r2124,h_51,c_528,2017-01-21 09:23:35,2017-02-20,09:30:00,2017-02-23,2,80400
r2125,h_9,c_528,2017-05-30 11:52:07,2017-06-19,09:30:00,2017-06-20,3,94200
r2126,h_280,c_528,2017-10-04 07:13:50,2017-10-11,10:30:00,2017-10-12,2,12600
r2127,h_32,c_528,2018-01-29 00:16:59,2018-02-17,09:30:00,2018-02-19,1,28600
r2128,h_257,c_529,2016-02-13 18:00:19,2016-03-08,10:30:00,2016-03-10,3,48000
r2129,h_93,c_529,2016-04-30 08:13:21,2016-05-30,10:00:00,2016-05-31,4,39200
r2130,h_274,c_529,2016-09-04 03:04:56,2016-09-06,10:00:00,2016-09-07,2,31400
r2131,h_48,c_529,2017-02-03 19:10:26,2017-02-28,12:30:00,2017-03-02,4,360000
r2132,h_60,c_529,2017-04-02 22:52:00,2017-04-25,11:00:00,2017-04-26,1,11700
r2133,h_213,c_529,2017-06-12 21:50:55,2017-06-16,09:30:00,2017-06-19,2,31200
r2134,h_110,c_529,2017-08-26 06:15:40,2017-09-12,12:30:00,2017-09-14,3,158400
r2135,h_250,c_530,2016-04-27 21:06:37,2016-05-10,10:30:00,2016-05-12,1,51600
r2136,h_139,c_530,2016-06-11 09:49:29,2016-06-14,12:00:00,2016-06-16,4,126400
r2137,h_125,c_530,2016-10-20 23:47:44,2016-11-08,10:30:00,2016-11-10,2,43200
r2138,h_121,c_531,2016-06-21 17:33:02,2016-07-04,11:00:00,2016-07-07,3,207000
r2139,h_267,c_531,2016-09-13 18:14:44,2016-09-13,10:00:00,2016-09-16,1,29400
r2140,h_25,c_531,2016-12-01 05:17:39,2016-12-19,11:00:00,2016-12-22,4,121200
r2141,h_71,c_532,2016-03-19 02:12:38,2016-03-30,11:30:00,2016-04-01,2,92000
r2142,h_241,c_532,2016-06-30 10:28:07,2016-07-09,12:30:00,2016-07-10,1,6000
r2143,h_224,c_532,2016-11-14 03:23:56,2016-12-01,10:30:00,2016-12-04,3,36000
r2144,h_176,c_532,2017-02-28 04:17:39,2017-03-11,12:30:00,2017-03-14,4,208800
r2145,h_176,c_532,2017-07-06 03:39:18,2017-07-08,11:00:00,2017-07-11,4,208800
r2146,h_119,c_533,2016-06-19 05:38:35,2016-07-15,12:30:00,2016-07-17,2,26400
r2147,h_30,c_533,2016-12-27 09:07:34,2017-01-10,10:00:00,2017-01-12,1,15400
r2148,h_61,c_533,2017-04-10 07:30:28,2017-05-08,11:00:00,2017-05-11,4,897600
r2149,h_85,c_533,2017-06-02 22:01:41,2017-06-04,09:30:00,2017-06-05,3,64500
r2150,h_245,c_533,2017-10-10 20:12:46,2017-10-30,09:30:00,2017-11-01,1,27600
r2151,h_267,c_533,2018-04-16 11:05:52,2018-05-09,12:00:00,2018-05-10,2,19600
r2152,h_121,c_534,2016-05-15 17:25:54,2016-06-07,09:30:00,2016-06-08,2,46000
r2153,h_57,c_534,2016-11-12 18:34:30,2016-12-05,11:30:00,2016-12-08,2,246000
r2154,h_108,c_535,2016-05-21 22:09:51,2016-06-02,10:00:00,2016-06-05,3,77400
r2155,h_1,c_535,2016-12-02 21:56:33,2016-12-08,12:30:00,2016-12-11,1,78300
r2156,h_288,c_535,2017-06-02 08:38:45,2017-06-16,12:30:00,2017-06-19,1,54300
r2157,h_42,c_536,2016-05-15 11:55:24,2016-06-06,12:30:00,2016-06-09,3,101700
r2158,h_95,c_536,2016-09-06 19:31:52,2016-09-27,10:30:00,2016-09-28,4,172800
r2159,h_17,c_536,2017-02-19 10:56:16,2017-02-19,09:30:00,2017-02-21,3,122400
r2160,h_14,c_536,2017-06-02 08:21:12,2017-06-26,11:30:00,2017-06-28,4,61600
r2161,h_238,c_537,2016-01-02 21:11:40,2016-01-04,09:00:00,2016-01-05,1,8800
r2162,h_91,c_537,2016-05-06 14:54:54,2016-06-03,09:00:00,2016-06-04,4,184000
r2163,h_82,c_537,2016-11-17 14:28:18,2016-11-19,11:00:00,2016-11-21,1,25400
r2164,h_78,c_537,2017-02-07 07:21:56,2017-03-03,11:30:00,2017-03-04,1,10700
r2165,h_6,c_537,2017-03-07 12:24:57,2017-03-31,09:00:00,2017-04-03,1,148500
r2166,h_276,c_539,2016-05-08 08:56:54,2016-06-04,12:00:00,2016-06-05,4,158000
r2167,h_48,c_539,2016-08-20 08:33:45,2016-09-14,12:30:00,2016-09-15,3,135000
r2168,h_126,c_539,2017-02-23 12:15:58,2017-03-03,10:00:00,2017-03-05,2,76400
r2169,h_181,c_540,2016-03-18 06:54:34,2016-04-07,10:30:00,2016-04-10,4,100800
r2170,h_130,c_540,2016-06-12 15:07:34,2016-07-08,12:30:00,2016-07-11,3,226800
r2171,h_177,c_540,2016-09-28 01:21:26,2016-10-11,10:00:00,2016-10-13,4,560800
r2172,h_292,c_540,2016-10-27 11:23:48,2016-11-05,10:30:00,2016-11-07,1,18200
r2173,h_270,c_540,2017-01-14 02:05:14,2017-01-30,09:00:00,2017-02-01,3,49800
r2174,h_291,c_540,2017-06-03 06:36:33,2017-06-10,11:30:00,2017-06-11,4,134000
r2175,h_49,c_540,2017-08-19 09:10:59,2017-09-03,09:00:00,2017-09-05,1,30600
r2176,h_42,c_541,2016-06-10 15:21:43,2016-06-30,12:00:00,2016-07-02,1,22600
r2177,h_174,c_541,2016-10-12 18:09:50,2016-10-27,09:00:00,2016-10-30,4,264000
r2178,h_241,c_541,2017-02-20 07:16:26,2017-03-07,10:30:00,2017-03-08,2,12000
r2179,h_206,c_541,2017-06-29 18:50:39,2017-07-27,10:30:00,2017-07-29,1,48400
r2180,h_123,c_541,2017-09-19 11:51:54,2017-10-16,09:30:00,2017-10-18,4,44800
r2181,h_35,c_541,2017-12-12 14:59:31,2018-01-08,10:30:00,2018-01-10,3,21000
r2182,h_56,c_541,2018-06-01 22:59:08,2018-06-25,12:00:00,2018-06-26,3,95700
r2183,h_271,c_543,2016-01-14 16:16:00,2016-02-07,12:30:00,2016-02-10,2,52200
r2184,h_120,c_544,2016-05-16 02:22:30,2016-05-26,10:00:00,2016-05-28,4,347200
r2185,h_166,c_544,2016-08-21 23:18:56,2016-09-03,10:30:00,2016-09-04,3,49800
r2186,h_118,c_544,2016-12-07 02:34:16,2017-01-03,09:30:00,2017-01-05,1,21600
r2187,h_148,c_544,2017-01-05 03:49:49,2017-01-17,11:00:00,2017-01-18,1,9800
r2188,h_55,c_545,2016-05-28 05:28:22,2016-06-16,12:00:00,2016-06-19,3,127800
r2189,h_200,c_546,2016-01-28 09:06:31,2016-01-30,09:30:00,2016-02-02,1,25200
r2190,h_294,c_546,2016-03-22 00:14:24,2016-03-29,09:30:00,2016-03-30,3,120300
r2191,h_97,c_546,2016-09-20 07:34:07,2016-10-05,10:30:00,2016-10-08,4,250800
r2192,h_267,c_547,2016-03-21 09:23:13,2016-03-26,11:00:00,2016-03-27,2,19600
r2193,h_41,c_547,2016-06-05 20:34:20,2016-07-04,09:30:00,2016-07-05,3,11700
r2194,h_206,c_547,2016-07-24 22:51:41,2016-08-08,10:30:00,2016-08-11,1,72600
r2195,h_113,c_548,2016-05-02 05:07:41,2016-05-09,10:00:00,2016-05-11,4,154400
r2196,h_188,c_548,2016-08-13 13:35:46,2016-09-06,12:30:00,2016-09-08,3,355200
r2197,h_258,c_548,2017-02-09 22:22:21,2017-02-10,12:00:00,2017-02-13,4,88800
r2198,h_5,c_548,2017-05-27 03:31:34,2017-06-18,10:30:00,2017-06-19,1,13500
r2199,h_177,c_548,2017-08-04 19:04:23,2017-08-20,10:30:00,2017-08-23,1,210300
r2200,h_287,c_548,2017-09-14 17:19:39,2017-09-29,11:00:00,2017-10-01,4,116000
r2201,h_282,c_548,2017-12-04 03:32:51,2017-12-06,11:00:00,2017-12-08,3,126600
r2202,h_58,c_548,2018-01-24 00:18:09,2018-02-14,09:00:00,2018-02-16,3,201000
r2203,h_256,c_549,2016-04-03 22:07:05,2016-04-25,10:30:00,2016-04-26,4,138000
r2204,h_82,c_549,2016-09-27 01:47:57,2016-10-10,12:00:00,2016-10-13,2,76200
r2205,h_62,c_549,2016-11-03 09:41:02,2016-11-24,09:30:00,2016-11-26,1,93600
r2206,h_102,c_549,2016-12-17 13:43:31,2017-01-05,10:00:00,2017-01-06,4,24000
r2207,h_269,c_549,2017-01-24 17:00:40,2017-02-20,11:00:00,2017-02-22,4,540800
r2208,h_72,c_549,2017-03-01 09:23:13,2017-03-29,09:00:00,2017-03-31,1,19400
r2209,h_94,c_550,2016-02-15 05:16:14,2016-02-25,11:30:00,2016-02-27,4,125600
r2210,h_208,c_551,2016-05-26 09:00:07,2016-06-24,12:30:00,2016-06-27,2,53400
r2211,h_142,c_551,2016-07-19 23:03:03,2016-08-14,10:30:00,2016-08-17,1,27900
r2212,h_254,c_551,2017-01-12 09:18:21,2017-01-29,11:00:00,2017-01-30,4,20000
r2213,h_285,c_551,2017-02-24 09:04:44,2017-03-02,09:30:00,2017-03-03,3,35700
r2214,h_108,c_551,2017-04-27 20:40:17,2017-05-18,12:30:00,2017-05-20,1,17200
r2215,h_42,c_552,2016-06-08 09:21:53,2016-06-10,12:30:00,2016-06-12,4,90400
r2216,h_62,c_552,2016-11-25 16:12:44,2016-12-04,09:30:00,2016-12-06,4,374400
r2217,h_90,c_552,2017-04-02 15:30:42,2017-04-29,11:00:00,2017-05-02,4,96000
r2218,h_122,c_552,2017-05-04 07:53:32,2017-05-23,10:30:00,2017-05-25,2,26800
r2219,h_168,c_552,2017-08-30 07:59:34,2017-09-04,11:00:00,2017-09-06,2,53200
r2220,h_263,c_552,2018-01-16 02:08:45,2018-01-16,12:30:00,2018-01-18,2,91600
r2221,h_273,c_553,2016-04-06 15:56:09,2016-04-20,12:00:00,2016-04-23,3,404100
r2222,h_211,c_553,2016-10-03 08:13:28,2016-10-03,12:00:00,2016-10-06,4,126000
r2223,h_152,c_553,2017-03-31 13:07:00,2017-04-14,09:00:00,2017-04-17,4,202800
r2224,h_70,c_554,2016-06-17 14:25:27,2016-07-06,10:00:00,2016-07-09,3,70200
r2225,h_50,c_555,2016-03-29 03:42:19,2016-04-11,11:30:00,2016-04-14,4,61200
r2226,h_136,c_555,2016-08-10 18:57:23,2016-08-23,09:30:00,2016-08-25,2,82800
r2227,h_213,c_555,2017-01-20 11:54:31,2017-01-23,09:30:00,2017-01-26,2,31200
r2228,h_77,c_555,2017-03-03 03:52:02,2017-03-16,10:30:00,2017-03-19,4,530400
r2229,h_73,c_555,2017-04-14 11:24:51,2017-04-28,12:00:00,2017-05-01,1,59700
r2230,h_299,c_555,2017-10-17 11:40:37,2017-11-12,12:30:00,2017-11-14,4,193600
r2231,h_295,c_556,2016-03-01 14:10:59,2016-03-17,12:30:00,2016-03-19,1,11200
r2232,h_81,c_557,2016-01-16 13:20:19,2016-01-28,11:30:00,2016-01-29,4,49600
r2233,h_75,c_557,2016-03-29 07:39:03,2016-04-22,11:00:00,2016-04-24,1,16200
r2234,h_50,c_557,2016-06-02 12:04:34,2016-06-09,09:30:00,2016-06-10,1,5100
r2235,h_77,c_557,2016-06-19 09:37:24,2016-06-20,10:30:00,2016-06-22,1,88400
r2236,h_27,c_558,2016-04-28 08:48:49,2016-05-22,09:00:00,2016-05-23,4,74800
r2237,h_144,c_559,2016-06-02 02:35:23,2016-07-02,10:00:00,2016-07-04,3,60000
r2238,h_137,c_559,2016-07-22 17:55:55,2016-07-27,12:00:00,2016-07-30,2,37200
r2239,h_280,c_559,2016-12-24 03:18:39,2017-01-02,11:00:00,2017-01-04,2,25200
r2240,h_280,c_560,2016-04-23 08:24:55,2016-04-25,10:00:00,2016-04-28,1,18900
r2241,h_256,c_560,2016-10-03 13:45:55,2016-10-05,09:30:00,2016-10-08,4,414000
r2242,h_229,c_560,2017-02-02 08:45:43,2017-02-02,11:30:00,2017-02-04,2,29600
r2243,h_159,c_560,2017-04-22 07:52:32,2017-05-01,10:30:00,2017-05-03,1,129400
r2244,h_281,c_561,2016-01-24 17:03:13,2016-02-02,09:00:00,2016-02-05,3,143100
r2245,h_295,c_561,2016-06-12 12:25:06,2016-06-20,10:30:00,2016-06-23,2,33600
r2246,h_37,c_561,2016-10-22 18:33:48,2016-11-14,09:00:00,2016-11-15,2,50200
r2247,h_204,c_561,2017-05-10 01:52:28,2017-05-17,11:00:00,2017-05-18,3,36300
r2248,h_149,c_561,2017-06-22 05:54:08,2017-07-13,10:30:00,2017-07-16,4,307200
r2249,h_72,c_561,2017-12-27 04:13:09,2018-01-04,09:30:00,2018-01-05,2,19400
r2250,h_1,c_561,2018-04-14 10:23:17,2018-04-30,09:30:00,2018-05-01,4,104400
r2251,h_47,c_562,2016-03-04 20:05:08,2016-03-04,10:30:00,2016-03-06,4,92800
r2252,h_197,c_562,2016-04-22 03:21:24,2016-05-02,10:30:00,2016-05-03,3,12000
r2253,h_213,c_562,2016-09-25 03:51:05,2016-10-07,09:30:00,2016-10-09,1,10400
r2254,h_35,c_562,2017-01-22 22:49:59,2017-02-11,09:00:00,2017-02-14,1,10500
r2255,h_152,c_562,2017-07-22 22:58:29,2017-08-20,09:30:00,2017-08-23,3,152100
r2256,h_233,c_563,2016-06-22 21:23:28,2016-07-18,10:30:00,2016-07-20,3,53400
r2257,h_251,c_563,2016-10-15 00:11:26,2016-10-27,09:00:00,2016-10-30,2,34200
r2258,h_18,c_563,2016-12-14 02:56:22,2017-01-01,10:30:00,2017-01-02,4,111200
r2259,h_61,c_563,2017-04-04 02:58:57,2017-04-09,09:00:00,2017-04-10,2,149600
r2260,h_60,c_563,2017-06-15 03:18:48,2017-06-23,09:30:00,2017-06-25,1,23400
r2261,h_37,c_563,2017-08-31 01:27:04,2017-08-31,11:00:00,2017-09-02,3,150600
r2262,h_214,c_564,2016-02-02 03:41:19,2016-02-14,09:00:00,2016-02-17,1,145800
r2263,h_111,c_564,2016-07-25 09:26:50,2016-08-21,11:30:00,2016-08-24,2,261600
r2264,h_138,c_564,2016-11-11 21:00:57,2016-11-15,09:00:00,2016-11-16,1,9600
r2265,h_65,c_564,2017-02-10 21:39:51,2017-02-26,12:30:00,2017-02-28,2,33600
r2266,h_215,c_564,2017-06-01 05:53:15,2017-06-29,09:30:00,2017-07-01,1,30800
r2267,h_34,c_565,2016-04-10 11:05:32,2016-05-06,09:30:00,2016-05-09,3,76500
r2268,h_125,c_565,2016-09-28 06:10:04,2016-10-02,10:00:00,2016-10-03,3,32400
r2269,h_223,c_565,2017-03-03 15:14:31,2017-03-31,09:00:00,2017-04-01,3,205500
r2270,h_81,c_565,2017-07-10 01:30:20,2017-08-04,09:00:00,2017-08-07,3,111600
r2271,h_36,c_565,2017-12-14 12:58:33,2017-12-20,11:30:00,2017-12-22,1,60600
r2272,h_138,c_566,2016-01-12 00:25:10,2016-01-23,12:30:00,2016-01-25,2,38400
r2273,h_11,c_566,2016-03-10 15:57:00,2016-04-09,11:00:00,2016-04-10,1,37400
r2274,h_25,c_568,2016-01-25 19:53:27,2016-02-15,11:00:00,2016-02-18,4,121200
r2275,h_223,c_570,2016-05-27 02:27:50,2016-06-03,10:00:00,2016-06-04,4,274000
r2276,h_8,c_570,2016-06-13 05:17:30,2016-07-08,09:30:00,2016-07-09,1,12400
r2277,h_36,c_570,2016-12-15 16:58:32,2017-01-09,09:00:00,2017-01-11,2,121200
r2278,h_250,c_571,2016-01-21 09:26:46,2016-01-26,12:00:00,2016-01-28,2,103200
r2279,h_183,c_571,2016-05-22 08:22:47,2016-06-14,10:30:00,2016-06-16,4,79200
r2280,h_174,c_572,2016-04-12 14:00:55,2016-05-01,11:00:00,2016-05-03,3,132000
r2281,h_68,c_572,2016-08-03 20:30:36,2016-08-22,10:30:00,2016-08-23,3,25800
r2282,h_164,c_573,2016-02-16 00:46:42,2016-03-12,11:30:00,2016-03-14,4,101600
r2283,h_244,c_573,2016-05-16 08:31:30,2016-06-05,12:30:00,2016-06-07,3,59400
r2284,h_99,c_573,2016-10-28 04:27:28,2016-11-22,12:00:00,2016-11-25,1,67200
r2285,h_151,c_573,2017-02-22 13:01:00,2017-03-01,09:00:00,2017-03-02,3,124500
r2286,h_135,c_573,2017-05-15 10:55:38,2017-06-01,11:00:00,2017-06-02,2,23200
r2287,h_270,c_573,2017-07-02 06:02:45,2017-07-19,10:30:00,2017-07-20,3,24900
r2288,h_144,c_574,2016-03-05 23:44:17,2016-03-26,12:30:00,2016-03-28,3,60000
r2289,h_198,c_574,2016-05-15 14:38:52,2016-05-26,12:30:00,2016-05-28,2,77200
r2290,h_144,c_574,2016-06-05 09:08:51,2016-06-10,11:30:00,2016-06-13,4,120000
r2291,h_230,c_574,2016-10-09 04:34:14,2016-10-12,12:00:00,2016-10-13,1,17400
r2292,h_142,c_574,2017-01-29 18:29:49,2017-02-16,11:00:00,2017-02-19,4,111600
r2293,h_27,c_574,2017-05-13 17:45:41,2017-05-18,09:30:00,2017-05-19,4,74800
r2294,h_146,c_574,2017-06-01 06:28:01,2017-06-05,11:00:00,2017-06-07,4,340800
r2295,h_269,c_574,2017-07-24 19:07:57,2017-07-26,12:00:00,2017-07-27,4,270400
r2296,h_180,c_575,2016-02-02 11:44:04,2016-02-27,12:30:00,2016-02-28,3,163500
r2297,h_115,c_575,2016-07-05 18:47:58,2016-07-08,11:30:00,2016-07-09,3,123000
r2298,h_80,c_575,2016-12-01 10:20:53,2016-12-12,09:00:00,2016-12-14,4,293600
r2299,h_172,c_575,2017-01-25 10:12:40,2017-02-03,09:00:00,2017-02-04,1,16000
r2300,h_8,c_575,2017-03-17 06:24:19,2017-04-11,10:30:00,2017-04-13,2,49600
r2301,h_253,c_575,2017-09-21 18:17:27,2017-09-25,12:30:00,2017-09-26,2,10400
r2302,h_71,c_575,2018-01-24 11:20:13,2018-02-10,11:00:00,2018-02-12,1,46000
r2303,h_124,c_575,2018-05-01 02:55:06,2018-05-13,09:30:00,2018-05-16,2,399600
r2304,h_35,c_576,2016-04-22 15:02:22,2016-04-26,10:00:00,2016-04-29,4,42000
r2305,h_146,c_576,2016-08-02 08:22:46,2016-08-16,11:30:00,2016-08-17,2,85200
r2306,h_26,c_577,2016-04-13 04:54:24,2016-05-09,10:30:00,2016-05-11,2,199600
r2307,h_200,c_577,2016-10-29 00:01:00,2016-11-09,11:00:00,2016-11-12,3,75600
r2308,h_103,c_577,2017-02-03 14:19:23,2017-03-05,10:00:00,2017-03-07,1,32400
r2309,h_176,c_577,2017-07-27 22:50:10,2017-08-14,12:30:00,2017-08-16,3,104400
r2310,h_231,c_577,2017-11-03 03:42:06,2017-11-10,11:30:00,2017-11-11,2,29200
r2311,h_109,c_578,2016-02-21 14:42:40,2016-03-02,12:00:00,2016-03-05,3,94500
r2312,h_277,c_578,2016-05-10 08:22:21,2016-05-23,10:30:00,2016-05-24,3,39300
r2313,h_53,c_578,2016-05-28 06:23:57,2016-06-13,09:00:00,2016-06-15,4,29600
r2314,h_252,c_578,2016-06-28 10:02:29,2016-07-26,12:00:00,2016-07-29,3,199800
r2315,h_121,c_578,2016-12-16 09:48:06,2017-01-09,12:00:00,2017-01-11,4,184000
r2316,h_63,c_579,2016-03-07 09:33:11,2016-03-23,12:00:00,2016-03-26,2,89400
r2317,h_205,c_579,2016-05-11 13:23:54,2016-05-16,11:30:00,2016-05-19,1,21300
r2318,h_12,c_579,2016-05-19 14:07:44,2016-06-16,12:00:00,2016-06-19,1,20100
r2319,h_297,c_579,2016-09-26 01:42:24,2016-10-15,11:30:00,2016-10-18,3,270000
r2320,h_3,c_579,2016-12-24 20:39:46,2016-12-24,09:00:00,2016-12-27,1,123900
r2321,h_231,c_579,2017-01-25 23:15:28,2017-02-22,10:00:00,2017-02-25,3,131400
r2322,h_139,c_579,2017-03-21 05:58:57,2017-03-22,12:00:00,2017-03-25,4,189600
r2323,h_53,c_580,2016-06-13 19:37:49,2016-06-17,12:30:00,2016-06-20,3,33300
r2324,h_106,c_580,2016-08-12 21:45:10,2016-09-03,11:00:00,2016-09-04,2,44400
r2325,h_222,c_580,2016-09-30 08:54:09,2016-10-28,10:00:00,2016-10-31,1,60000
r2326,h_152,c_580,2016-12-12 08:18:17,2017-01-03,12:00:00,2017-01-05,1,33800
r2327,h_42,c_580,2017-01-05 16:03:22,2017-01-15,10:30:00,2017-01-16,1,11300
r2328,h_84,c_581,2016-02-18 06:19:47,2016-03-16,11:30:00,2016-03-17,2,48800
r2329,h_164,c_581,2016-04-27 18:25:31,2016-05-27,12:30:00,2016-05-28,1,12700
r2330,h_133,c_581,2016-06-04 22:36:36,2016-06-26,11:30:00,2016-06-28,1,25200
r2331,h_170,c_582,2016-04-09 00:13:51,2016-04-22,12:30:00,2016-04-23,1,24700
r2332,h_3,c_582,2016-09-05 08:29:15,2016-09-06,11:30:00,2016-09-09,3,371700
r2333,h_143,c_584,2016-04-07 16:49:45,2016-04-23,09:00:00,2016-04-24,1,19800
r2334,h_128,c_584,2016-10-10 17:41:08,2016-11-08,12:30:00,2016-11-10,3,55200
r2335,h_253,c_584,2017-04-15 17:57:20,2017-05-13,11:30:00,2017-05-15,3,31200
r2336,h_298,c_584,2017-07-21 06:12:31,2017-08-09,09:30:00,2017-08-11,1,19600
r2337,h_200,c_584,2017-11-25 21:51:08,2017-12-23,10:00:00,2017-12-26,4,100800
r2338,h_224,c_584,2018-02-07 16:59:35,2018-02-07,11:30:00,2018-02-08,1,4000
r2339,h_191,c_585,2016-03-19 01:49:17,2016-04-15,09:00:00,2016-04-16,2,82600
r2340,h_142,c_586,2016-06-02 15:35:06,2016-06-10,10:00:00,2016-06-11,4,37200
r2341,h_249,c_588,2016-04-16 17:52:58,2016-05-14,11:30:00,2016-05-16,4,389600
r2342,h_3,c_588,2016-06-11 14:45:31,2016-06-30,09:30:00,2016-07-02,4,330400
r2343,h_197,c_588,2016-09-07 05:16:08,2016-10-05,10:30:00,2016-10-08,3,36000
r2344,h_52,c_588,2016-11-07 03:56:20,2016-12-07,12:30:00,2016-12-08,4,108400
r2345,h_295,c_588,2017-02-14 17:01:32,2017-02-22,09:00:00,2017-02-23,3,16800
r2346,h_194,c_588,2017-06-25 01:42:06,2017-07-25,11:30:00,2017-07-27,2,39600
r2347,h_286,c_589,2016-01-29 07:12:38,2016-02-14,10:00:00,2016-02-17,4,266400
r2348,h_161,c_589,2016-08-09 02:10:50,2016-08-14,10:30:00,2016-08-15,1,44600
r2349,h_131,c_589,2016-09-12 03:58:57,2016-09-25,09:30:00,2016-09-26,4,55600
r2350,h_253,c_590,2016-06-10 19:28:55,2016-07-09,09:00:00,2016-07-11,1,10400
r2351,h_122,c_590,2016-07-12 16:30:08,2016-08-06,11:30:00,2016-08-08,1,13400
r2352,h_100,c_590,2016-11-01 06:30:20,2016-11-16,11:00:00,2016-11-17,2,9600
r2353,h_240,c_591,2016-04-24 20:59:21,2016-04-24,10:00:00,2016-04-25,1,26700
r2354,h_208,c_591,2016-10-07 14:44:50,2016-10-08,09:00:00,2016-10-09,3,26700
r2355,h_20,c_591,2016-12-16 01:57:59,2016-12-21,10:00:00,2016-12-22,4,28400
r2356,h_127,c_591,2017-01-14 22:39:41,2017-02-12,10:00:00,2017-02-14,3,252000
r2357,h_149,c_591,2017-03-14 01:51:49,2017-04-09,12:30:00,2017-04-11,3,153600
r2358,h_158,c_593,2016-06-16 16:38:21,2016-06-23,10:00:00,2016-06-26,2,59400
r2359,h_74,c_593,2016-10-17 13:44:59,2016-11-05,11:00:00,2016-11-07,4,38400
